"Short desc","Keywords","Level","Vnum","Room","Location","Flags","Weight","Value","Material","Worn","Item type","AC/SLevel","Capacity","Spells","Affects","hit roll","damage roll","hp","mana","moves","armor class","strength","dexterity","intelligence","wisdom","constitution","Bit affects",","Other"
"","Mace of the Protector",85,5611,5611,"on The Protector of the Realms.","-E-----g----b---------",89,5150,"unknown","(wield)","weapon(crush)","8d12",0,"shocking","+7hit,+7dam,+20hp,+50man,+2str,+1dex,-1int,-1wis",7,7,20,50,0,0,2,1,-1,-1,0,"",,""
"","Stone of protector",70,5612,5611,"on The Protector of the Realms.","---V----h---------B---",1,9000,"unknown","(float)","container",0,"10lbs, 150 max (80% bulk),"","+4hit,+5dam,+30hp,+10man,-4dex,+1int",4,5,30,10,0,0,0,-4,1,0,0,"",,""
"","The Bracelet of Death",75,5550,5613,"on the Darkness of Death","G-N-----hd------------",77,72,"unknown","(wrist)","armor","28/28/28/27",0,"","+4hit,+6dam,+25hp,+2str,-2int,-1con",4,6,25,0,0,0,2,0,-2,0,-1,"",,""
"","The Robes of Hell",70,5549,5613,"on the Darkness of Death","G-------h-------------",81,8400,"cloth","(body)","armor","29/29/29/28",0,"","+6hit,+6dam,+15hp,-1str,+2dex,-1wis",6,6,15,0,0,0,-1,2,0,-1,0,"",,""
"","Altar Alabaster Crest Sacellum",60,193,5615,"in room: North east Corner of the Cellar","----------------------",2000,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","The Bed of the Mistress",60,5623,5623,"in room: The Kings "Private" Chambers.","----------------L-----",100,1000,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","ornate gold golden key",0,6902,6902,"in room: Secret Corridor","-------g--------------",1,0,"unknown","(hold)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sword steel longsword",30,6901,6904,"on A Skeletal Warrior","----M----d------------",31,1890,"steel","(wield)","weapon(pierce)","4d10",0,"none","+2hit,+2dam",2,2,0,0,0,0,0,0,0,0,0,"",,""
"","dagger",65,6903,6911,"on A Banshee","G------g--------L-----",100,3225,"silver","(wield)","weapon(wrath)","12d6",0,"manadrain","+4hit,+3dam,+30hp,+30man,-2str,+3dex",4,3,30,30,0,0,-2,3,0,0,0,"",,""
"","shalf shelves stone",0,6904,6913,"in room: A Small Room","----------------------",1,0,"unknown","(none)","container",0,"1000lbs, 1000 max (50% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","herb herbs",40,6905,6913,"inside stone shelves in A Small Room","----------------------",1,0,"unknown","(take)","pill",40,0,"corruption,weaken","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion brew blue bluish",40,6906,6913,"inside stone shelves in A Small Room","----------------------",1,0,"unknown","(take)","potion",40,0,"cure light,enhanced strength","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","cloak noble",67,6912,6927,"on a Zombie of a Noble","----------------------",10,56,"unknown","(neck)","armor","22/22/22/21",0,"","+7dam,+20hp,-1int,-1wis,+2con",0,7,20,0,0,0,0,0,-1,-1,2,"",,""
"","small gold ring",70,6911,6928,"on the King of Greymoore","G-----R----v----------",1,4782,"gold","(finger)","armor","28/29/28/34",0,"","+5hit,+5dam,+2dex,-1int,-1wis",5,5,0,0,0,0,0,2,-1,-1,0,"",,""
"","crown gold",65,6910,6928,"on the King of Greymoore","------R---------------",20,4339,"gold","(head)","armor","24/24/24/23",0,"","+3hit,+6dam,-20hp,+2int,+3wis,-1con",3,6,-20,0,0,0,0,0,2,3,-1,"",,""
"","throne",0,6909,6928,"in room: The Throne Room","----------------------",1,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bed",0,6915,6929,"in room: Guest Quarters","----------------------",1000,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","tattered suit",60,6907,6931,"on a zombie servant","---------d-v----------",10,56,"cloth","(body)","armor","22/22/22/21",0,"","+4hit,+4dam,+20man,+1wis",4,4,0,20,0,0,0,0,0,1,0,"",,""
"","sky ring",50,6913,6936,"on a diseased falcon","-------g--------------",40,4000,"unknown","(finger)","armor","20/20/20/20",0,"","+5hit,+5dam,-20hp,-2con",5,5,-20,0,0,0,0,0,0,0,-2,"",,""
"","pedestal",0,6914,6936,"in room: The Royal Balcony","----------------------",500,0,"marble","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","stove",0,6916,6978,"in room: The Kitchen","----------------------",5000,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","crystalline oak GAIASTORM",60,192,15420,"in room: North Market Street","-------------P--------",2000,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bracer iron",10,3106,15459,"on {xAn Armourer","--------------------#-",40,1020,"iron","(wrist)","armor","3/7/7/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bracer Findelbauer",10,18739,15459,"on {xAn Armourer","----M---------------#-",5,1000,"","(wrist)","armor","8/0/0/0",0,"","+3hit,+2wis",3,0,0,0,0,0,0,0,0,2,0,"",,""
"","cloak elven traveling",10,15507,15459,"on {xAn Armourer","------------b-------#-",10,4500,"cloth","(neck)","armor","11/11/11/10",0,"","+1hit,+1dam,+50mov",1,1,0,0,50,0,0,0,0,0,0,"",,""
"","emerald studded bracer",10,4883,15459,"on {xAn Armourer","----M--g------------#-",10,7600,"leather","(body)","armor","9/9/9/1",0,"","+10hp",0,0,10,0,0,0,0,0,0,0,0,"",,""
"","bracer bronze",10,3105,15459,"on {xAn Armourer","--------------------#-",30,760,"bronze","(wrist)","armor","3/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bracer",10,1615,15459,"on {xAn Armourer","----M---h-----------#-",20,1540,"mithril","(wrist)","armor","4/6/6/2",0,"","+1str",0,0,0,0,0,0,1,0,0,0,0,"",,""
"","darnok leggings",10,11002,15459,"on {xAn Armourer","-----------v--------#-",3,3000,"unknown","(legs)","armor","15/15/15/15",0,"","+2hit,+10hp",2,0,10,0,0,0,0,0,0,0,0,"",,""
"","leggings mithril",10,5205,15459,"on {xAn Armourer","-E--M---------------#-",100,3100,"mithril","(legs)","armor","8/8/8/2",0,"","+1hit,+1dex",1,0,0,0,0,0,0,1,0,0,0,"",,""
"","leggings defenders",10,2751,15459,"on {xAn Armourer","--------------------#-",70,1500,"silver","(legs)","armor","6/6/6/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","leggings platinum",10,641,15459,"on {xAn Armourer","-E--M---------------#-",400,6300,"silver","(legs)","armor","9/9/9/3",0,"","+10hp,+2dex",0,0,10,0,0,0,0,2,0,0,0,"",,""
"","leggings silver",10,633,15459,"on {xAn Armourer","-E--M---------------#-",200,2900,"silver","(legs)","armor","8/8/8/2",0,"","+5man,+1int",0,0,0,5,0,0,0,0,1,0,0,"",,""
"","elven armor",10,9801,15459,"on {xAn Armourer","-E------h-----------#-",31,26,"Elvandry","(torso)","armor","14/14/14/12",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","common armor",10,9551,15459,"on {xAn Armourer","--------------------#-",20,36,"metal","(torso)","armor","5/5/5/3",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","suit armor",10,79,15459,"on {xAn Armourer","--------------------#-",10,0,"unknown","(torso)","armor","0/0/0/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","A Finely crafted Elven Sword",10,9897,15459,"on {xAn Armourer","-------gh-----------#-",51,25000,"Silver","(wield)","weapon(magic)","6d9",0,"poison","+4hit,+4dam",4,4,0,0,0,0,0,0,0,0,0,"",,""
"","potion cure blindness",30,3087,15460,"on {xa Female Peasant","----M---h-------------",10,2500,"glass","(hold)","potion",40,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion cure critical critic",10,3085,15460,"on {xa Female Peasant","----M-----------------",10,3000,"glass","(hold)","potion",50,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion cure serious",10,3084,15460,"on {xa Female Peasant","----M-----------------",10,1500,"glass","(hold)","potion",30,0,"cure light","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion cure light wounds",11,3080,15460,"on {xa Female Peasant","----M-----------------",10,6500,"glass","(hold)","potion",20,0,"cure light","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion return recall",0,3041,15460,"on {xa Female Peasant","----M-----------------",10,2020,"glass","(hold)","potion",20,0,"word of recall","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","white milky potion",17,1370,15460,"on {xa Female Peasant","----------------------",20,1350,"glass","(take)","potion",14,0,"word of recall","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion blue",11,1366,15460,"on {xa Female Peasant","----M-----------------",20,2100,"glass","(take)","potion",24,0,"harm,harm,harm","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","mushroom",5,814,15460,"on {xa Female Peasant","----------------------",5,10,"fungi","(hold)","food",10,10,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","fang",17,813,15460,"on {xa Female Peasant","-EN-------------------",2,76,"bone","(wield)","weapon(none)","3d15",0,"poison","+1dex,-1int",0,0,0,0,0,0,0,1,-1,0,0,"",,""
"","leaf shield",8,812,15460,"on {xa Female Peasant","----M-----------------",2,5,"plant fiber","(shield)","armor","9/8/9/3",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","ivy",0,811,15460,"on {xa Female Peasant","----------------------",10,0,"ivy","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion evil pure",10,740,15460,"on {xa Female Peasant","-----------v----------",1,500,"unknown","(hold)","potion",40,0,"love potion","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","black bottle potion",10,739,15460,"on {xa Female Peasant","G---------------------",1,2500,"unknown","(hold)","potion",10,0,"corruption","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","brew existential crisis",10,738,15460,"on {xa Female Peasant","G---------------------",1,2500,"unknown","(hold)","potion",30,0,"change sex,insanity,love potion,confuse","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion enhancement",1,736,15460,"on {xa Female Peasant","G---------------------",1,6000,"unknown","(hold)","potion",30,0,"enhanced strength,adrenaline control","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion levitation arkham",10,735,15460,"on {xa Female Peasant","G---------------------",1,1000,"unknown","(hold)","potion",10,0,"fly","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion bottle blue insulated",10,737,15460,"on {xa Female Peasant","G---------------------",1,10000,"unknown","(hold)","potion",40,0,"energy containment","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion arkham sanctuary",10,734,15460,"on {xa Female Peasant","G---------------------",1,9000,"unknown","(hold)","potion",20,0,"sanctuary","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll haste riverrine",10,15413,15462,"on {xA Wizard ","-------g------------#-",1,5000,"unknown","(hold)","scroll",50,0,"haste,giant strength","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll of sanctuary riverrine",10,15412,15462,"on {xA Wizard ","-------g------------#-",1,9000,"paper","(hold)","scroll",30,0,"sanctuary","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll tightly rolled",10,3424,15462,"on {xA Wizard ","----M---------------#-",50,1070,"paper","(hold)","scroll",15,0,"colour spray,create food,magic missile","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll bound",10,5216,15462,"on {xA Wizard ","----M---------------#-",2,5000,"vellum","(take)","scroll",15,0,"detect evil,detect invis,detect invis","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll violet",10,7701,15462,"on {xA Wizard ","------------b-------#-",10,1510,"paper","(take)","scroll",15,0,"armor,bless,shield","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll know",10,718,15462,"on {xA Wizard ","----M---------------#-",10,350,"vellum","(hold)","scroll",15,0,"know alignment","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll cancellation",10,3039,15462,"on {xA Wizard ","----M---------------#-",10,2200,"vellum","(hold)","scroll",15,0,"cancellation","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll identify",10,3240,15462,"on {xA Wizard ","----M---------------#-",10,1550,"vellum","(hold)","scroll",12,0,"identify","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll recall",10,9578,15462,"on {xA Wizard ","----M---------------#-",40,1800,"vellum","(hold)","scroll",12,0,"word of recall","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll githyanki",10,7703,15462,"on {xA Wizard ","--------------------#-",10,1240,"paper","(take)","scroll",24,0,"lightning bolt,lightning bolt","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","dagger silvery",10,7707,15463,"on {xA Weaponsmith","--------------------#-",30,980,"silver","(wield)","weapon(pierce)","3d4",0,"none","+2hit,+1dam",2,1,0,0,0,0,0,0,0,0,0,"",,""
"","long dagger slim",10,5252,15463,"on {xA Weaponsmith","----M---------------#-",10,590,"steel","(wield)","weapon(pierce)","2d5",0,"none","+1hit,+1dam",1,1,0,0,0,0,0,0,0,0,0,"",,""
"","dagger stabbing",10,2653,15463,"on {xA Weaponsmith","----M---------------#-",40,4666,"silver","(wield)","weapon(stab)","5d6",0,"none","+2hit,+3dex",2,0,0,0,0,0,0,3,0,0,0,"",,""
"","sword",10,5317,15463,"on {xA Weaponsmith","----M---------------#-",50,1420,"steel","(wield)","weapon(slash)","3d4",0,"none","+2hit,+2dam",2,2,0,0,0,0,0,0,0,0,0,"",,""
"","sword rusty",10,15335,15463,"on {xA Weaponsmith","G---M------v--------#-",100,3000,"steel","(wield)","weapon(slash)","6d5",0,"none","+2dam",0,2,0,0,0,0,0,0,0,0,0,"",,""
"","sword long elven",10,15502,15463,"on {xA Weaponsmith","--------------------#-",31,18900,"steel","(wield)","weapon(slash)","4d10",0,"none","+2hit,+2dam",2,2,0,0,0,0,0,0,0,0,0,"",,""
"","pouch leather",0,1364,15464,"on {xa Lether Shop Owner","----M-------------B-#-",20,100,"leather","(hold)","container",0,"75lbs, 5 max (80% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","studded leather gloves",10,9532,15464,"on {xa Lether Shop Owner","--------------------#-",30,168,"leather","(hands)","armor","2/2/2/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","studded leather pants",10,9531,15464,"on {xa Lether Shop Owner","--------------------#-",30,168,"leather","(legs)","armor","2/2/2/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","studded leather sleeves",10,9530,15464,"on {xa Lether Shop Owner","--------------------#-",30,168,"leather","(arms)","armor","2/2/2/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","leather gloves",10,9527,15464,"on {xa Lether Shop Owner","--------------------#-",20,72,"leather","(hands)","armor","1/1/1/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","leather pants",10,9526,15464,"on {xa Lether Shop Owner","--------------------#-",20,72,"leather","(legs)","armor","1/1/1/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","jacket leather",10,9523,15464,"on {xa Lether Shop Owner","--------------------#-",60,144,"leather","(torso)","armor","1/1/1/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sleeves leather",10,9524,15464,"on {xa Lether Shop Owner","--------------------#-",20,72,"leather","(arms)","armor","1/1/1/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","leather shield",10,9533,15464,"on {xa Lether Shop Owner","--------------------#-",50,250,"leather","(shield)","armor","2/2/2/0",0,"","-50hit",-50,0,0,0,0,0,0,0,0,0,0,"",,""
"","leather whip",10,9663,15464,"on {xa Lether Shop Owner","--------------------#-",21,1320,"leather","(wield)","weapon(none)","3d9",0,"none","+1hit",1,0,0,0,0,0,0,0,0,0,0,"",,""
"","cap leather",10,9525,15464,"on {xa Lether Shop Owner","--------------------#-",20,72,"leather","(head)","armor","1/1/1/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Bouquet riverrine roses",0,15400,15465,"on {xA Florist","--------------------#-",0,1000,"Flower","(hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Red rose flower riverrine",0,15401,15465,"on {xA Florist","--------------------#-",1,200,"unknown","(hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pink carnation flower riverrine",0,15402,15465,"on {xA Florist","--------------------#-",1,75,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bouquet carnations flowers riverrine",0,15403,15465,"on {xA Florist","--------------------#-",1,500,"unknown","(hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","white carnation flower riverrine",0,15404,15465,"on {xA Florist","--------------------#-",1,75,"unknown","(hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","thalos map",0,9749,15466,"on {xA Cartographer","--------------------#-",4,1500,"leather","(hold)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","map",0,5013,15466,"on {xA Cartographer","--------------------#-",10,5,"paper","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Map of Sanaria",0,3162,15466,"on {xA Cartographer","----M---------------#-",1,100,"Paper","(hold)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Elrorian Map",0,826,15466,"on {xA Cartographer","--------------------#-",5,5,"unknown","(hold)","treasure",0,0,"","+1wis",0,0,0,0,0,0,0,0,0,1,0,"",,""
"","chocolate cake riverrine",0,15411,15470,"on {xA Baker","--------------------#-",1,500,"floor","(hold)","food",20,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","fluffy buttered roll riverrine",0,15410,15470,"on {xA Baker","--------------------#-",1,10,"unknown","(hold)","food",5,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Chicken-pot pie arkham",0,732,15470,"on {xA Baker","-----------v--------#-",1,500,"unknown","(take)","food",14,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pumpkin pie arkham",0,730,15470,"on {xA Baker","-----------v--------#-",1,400,"unknown","(take)","food",15,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","blueberry muffin arkham",0,728,15470,"on {xA Baker","--------------------#-",1,100,"unknown","(take)","food",7,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","beer bottle",1,2604,15476,"on {xa Female Peasant","----------------------",10,100,"glass","(take)","drink container",0,2,"beer","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","mug beer arkham",21,725,15476,"on {xa Female Peasant","G---------------------",1,100,"unknown","(hold)","drink container",0,6,"beer","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bottle whisky arkham",21,752,15476,"on {xa Female Peasant","G---------------------",1,2300,"unknown","(hold)","drink container",0,12,"whisky","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bottle rum arkham",21,751,15476,"on {xa Female Peasant","G---------------------",1,2200,"unknown","(hold)","drink container",0,12,"rum","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bottle brandy arkham",21,750,15476,"on {xa Female Peasant","G---------------------",1,2000,"unknown","(hold)","drink container",0,12,"brandy","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","portal ofcol riverrine",0,15418,15478,"on {xA Warlock","-------g------------#-",1,20000,"unknown","(take)","portal to The Temple of Ofcol",0,1,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","portal arkham riverrine",0,15417,15478,"on {xA Warlock","-------g------------#-",1,20000,"magic","(take)","portal to Center of all the Madness",0,1,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","portal new thalos riverrine",0,15416,15478,"on {xA Warlock","-------g------------#-",1,20000,"magic","(take)","portal to {yNew Thalos Hall{n",0,1,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","portal sanaria riverrina",0,15415,15478,"on {xA Warlock","-------g------------#-",1,20000,"Magic","(take)","portal to Center Square of Sanaria",0,1,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","arrow amber",10,9748,15479,"on {xAn Archer","--------------------#-",41,2510,"amber","(hold)","weapon(none)","5d11",0,"sharp","+3hit,+3dam",3,3,0,0,0,0,0,0,0,0,0,"",,""
"","Elvish Arrow crooked",10,9898,15479,"on {xAn Archer","-------gh-----------#-",51,50000,"Elvish wood","(hold)","weapon(none)","10d5",0,"none","+4hit,+4dam",4,4,0,0,0,0,0,0,0,0,0,"",,""
"","arrow obsidian",10,8781,15479,"on {xAn Archer","--------------------#-",51,3005,"unknown","(hold)","weapon(pierce)","6d11",0,"vorpal","+4hit,+4dam",4,4,0,0,0,0,0,0,0,0,0,"",,""
"","arrow",10,3387,15479,"on {xAn Archer","--------------------#-",29,1880,"stone","(hold)","weapon(none)","3d13",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Poisoned Arrows",10,8142,15479,"on {xAn Archer","--------------------#-",4,1832,"wood","(hold)","weapon(peck)","3d30",0,"poison","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bow energy strange",10,5021,15479,"on {xAn Archer","----M--gh---b-------#-",22,1340,"unknown","(wield)","weapon(blast)","3d9",0,"none","+1hit,+1dam",1,1,0,0,0,0,0,0,0,0,0,"",,""
"","bow oak",10,9741,15479,"on {xAn Archer","--------------------#-",26,1720,"wood","(wield)","weapon(crush)","5d11",0,"none","+6hit,+6dam,-1wis",6,6,0,0,0,0,0,0,0,-1,0,"",,""
"","darnok bow",10,11003,15479,"on {xAn Archer","-----------v--------#-",3,4000,"unknown","(wield)","weapon(crush)","5d11",0,"none","+3hit,+3dam",3,3,0,0,0,0,0,0,0,0,0,"",,""
"","bow twig twine",10,8780,15479,"on {xAn Archer","--------------------#-",51,3005,"unknown","(wield)","weapon(smash)","6d8",0,"none","+4hit,+4dam",4,4,0,0,0,0,0,0,0,0,0,"",,""
"","pill dreams riverrine",5,15423,15492,"on {xA Witch","--------------------#-",1,5000,"unknown","(take)","pill",35,0,"mysterious dream","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pill riverrine relief",5,15422,15492,"on {xA Witch","--------------------#-",1,1000,"unknown","(take)","pill",35,0,"calm,faerie fog","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","strength pill riverrine",5,15421,15492,"on {xA Witch","--------------------#-",1,4500,"unknown","(take)","pill",35,0,"enhanced strength,dragon strength","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pill remedy riverrine",5,15420,15492,"on {xA Witch","----M---------------#-",1,4000,"unknown","(hold)","pill",35,0,"cure blindness,cure poison,cure disease","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pill immunity riverrine",5,15419,15492,"on {xA Witch","--------------------#-",1,5500,"unknown","(take)","pill",35,0,"poison immunity,magic resistance","",0,0,0,0,0,0,0,0,0,0,0,"",,""
